(1, 'Running', 'Running1', 1285, 13.22, '01:44:56', '2021-02-16 10:00:00', 'Polar Watch'),
(4, 'Cycling', 'Cycling490', 3424, 54.02, '03:52:57', '2021-05-25 11:00:00', 'Asics Shoes'),
(9, 'Cycling', 'Cycling491', 6025, 179.38, '06:49:55', '2021-04-04 10:00:00', 'Nike Shoes'),
(9, 'Running', 'Running492', 1227, 15.72, '01:40:10', '2021-02-11 13:00:00', 'Polar Watch'),
(14, 'Cycling', 'Cycling493', 2448, 42.37, '02:46:33', '2021-05-19 13:00:00', 'Nike Shoes'),
(14, 'Cycling', 'Cycling494', 1957, 48.43, '02:13:08', '2021-03-27 15:00:00', 'Polar Watch'),
(7, 'Cycling', 'Cycling495', 4687, 160.68, '05:18:53', '2021-03-10 10:00:00', 'Nike Shoes'),
(1, 'Running', 'Running496', 2910, 43.57, '03:57:36', '2021-04-14 14:00:00', 'AppleWatch'),
(4, 'Running', 'Running497', 4052, 46.81, '05:30:49', '2021-04-20 12:00:00', 'Polar Watch'),
(1, 'Cycling', 'Cycling498', 13743, 187.34, '15:34:56', '2021-02-04 13:00:00', 'NULL'),
(11, 'Running', 'Running499', 687, 9.12, '00:56:08', '2021-04-08 12:00:00', 'Nike Shoes'),
(3, 'Running', 'Running500', 2523, 45.14, '03:25:58', '2021-05-21 10:00:00', 'NULL'),
(14, 'Cycling', 'Cycling501', 5619, 198.15, '06:22:17', '2021-04-20 11:00:00', 'Nike Shoes'),
(14, 'Running', 'Running502', 279, 4.03, '00:22:48', '2021-02-09 10:00:00', 'Asics Shoes'),
(12, 'Running', 'Running503', 110, 2.18, '00:09:01', '2021-05-09 13:00:00', 'NULL'),
(8, 'Cycling', 'Cycling504', 11695, 183.84, '13:15:35', '2021-05-15 10:00:00', 'Polar Watch'),
(13, 'Running', 'Running505', 1968, 22.05, '02:40:43', '2021-03-23 12:00:00', 'Nike Shoes'),
(1, 'Hiking', 'Hiking506', 2476, 20.66, '05:36:54', '2021-04-19 13:00:00', 'Polar Watch'),
(1, 'Cycling', 'Cycling507', 11007, 162.65, '12:28:48', '2021-04-02 12:00:00', 'NULL'),
(2, 'Cycling', 'Cycling508', 5478, 139.4, '06:12:41', '2021-02-15 15:00:00', 'AppleWatch'),
(2, 'Running', 'Running509', 2240, 28.1, '03:02:55', '2021-04-14 14:00:00', 'Polar Watch'),
(6, 'Cycling', 'Cycling510', 1121, 31.33, '01:16:19', '2021-05-13 12:00:00', 'Asics Shoes'),
(5, 'Cycling', 'Cycling511', 2118, 35.49, '02:24:08', '2021-02-21 15:00:00', 'Polar Watch'),
(1, 'Cycling', 'Cycling512', 3268, 127.74, '03:42:19', '2021-01-12 14:00:00', 'Asics Shoes'),
(6, 'Running', 'Running513', 503, 7.67, '00:41:04', '2021-01-16 13:00:00', 'NULL'),
(14, 'Running', 'Running514', 1899, 30.37, '02:35:01', '2021-05-10 10:00:00', 'Asics Shoes'),
(8, 'Cycling', 'Cycling515', 8923, 182.51, '10:07:01', '2021-05-04 12:00:00', 'AppleWatch'),
(8, 'Cycling', 'Cycling516', 5959, 186.19, '06:45:25', '2021-01-11 12:00:00', 'Asics Shoes'),
(3, 'Cycling', 'Cycling517', 2865, 45.45, '03:14:54', '2021-05-05 11:00:00', 'Nike Shoes'),
(10, 'Cycling', 'Cycling518', 584, 20.6, '00:39:44', '2021-01-27 10:00:00', 'AppleWatch'),
(10, 'Hiking', 'Hiking519', 9069, 84.15, '20:33:54', '2021-04-21 14:00:00', 'Asics Shoes'),
(6, 'Cycling', 'Cycling520', 2788, 61.07, '03:09:41', '2021-04-09 13:00:00', 'NULL'),
(5, 'Cycling', 'Cycling521', 2850, 127.85, '03:13:53', '2021-01-28 10:00:00', 'AppleWatch'),
(9, 'Running', 'Running522', 3584, 42.06, '04:52:38', '2021-05-01 14:00:00', 'Nike Shoes'),
(8, 'Running', 'Running523', 2013, 28.5, '02:44:22', '2021-05-19 11:00:00', 'Nike Shoes'),
(13, 'Cycling', 'Cycling524', 4928, 116.97, '05:35:16', '2021-01-12 13:00:00', 'AppleWatch'),
(4, 'Running', 'Running525', 4404, 38.98, '05:59:30', '2021-04-16 10:00:00', 'Polar Watch'),
(9, 'Cycling', 'Cycling526', 4088, 179.08, '04:38:09', '2021-01-19 13:00:00', 'Polar Watch'),
(3, 'Hiking', 'Hiking527', 10486, 115.49, '23:46:42', '2021-03-13 15:00:00', 'Polar Watch'),
(7, 'Cycling', 'Cycling528', 1759, 54.9, '01:59:43', '2021-02-07 13:00:00', 'NULL'),
(5, 'Running', 'Running529', 3194, 41.32, '04:20:45', '2021-02-17 11:00:00', 'NULL'),
(5, 'Cycling', 'Cycling530', 5690, 126.08, '06:27:05', '2021-03-28 14:00:00', 'AppleWatch'),
(10, 'Cycling', 'Cycling531', 1757, 78.66, '01:59:34', '2021-02-04 12:00:00', 'Nike Shoes'),
(14, 'Hiking', 'Hiking532', 5099, 42.33, '11:33:45', '2021-01-20 11:00:00', 'AppleWatch'),
(1, 'Cycling', 'Cycling533', 7979, 138.25, '09:02:50', '2021-03-24 14:00:00', 'Asics Shoes'),
(3, 'Running', 'Running534', 3861, 58.56, '05:15:13', '2021-03-14 14:00:00', 'AppleWatch'),
(1, 'Running', 'Running535', 698, 11.82, '00:56:59', '2021-04-26 12:00:00', 'Nike Shoes'),
(13, 'Hiking', 'Hiking536', 4035, 40.83, '09:09:04', '2021-03-05 15:00:00', 'NULL'),
(1, 'Cycling', 'Cycling537', 8752, 122.76, '09:55:24', '2021-04-11 11:00:00', 'NULL'),
(7, 'Cycling', 'Cycling538', 5836, 198.45, '06:37:03', '2021-04-09 11:00:00', 'AppleWatch'),
(10, 'Hiking', 'Hiking539', 2317, 24.23, '05:15:19', '2021-05-15 11:00:00', 'Polar Watch'),
(2, 'Cycling', 'Cycling540', 1778, 51.92, '02:00:59', '2021-03-16 13:00:00', 'Nike Shoes'),
(2, 'Hiking', 'Hiking541', 4136, 41.53, '09:22:46', '2021-03-10 11:00:00', 'AppleWatch'),
(6, 'Running', 'Running542', 519, 5.89, '00:42:22', '2021-05-14 10:00:00', 'Nike Shoes'),
(15, 'Hiking', 'Hiking543', 9779, 108.65, '22:10:34', '2021-02-05 15:00:00', 'Polar Watch'),
(1, 'Cycling', 'Cycling544', 7198, 183.94, '08:09:43', '2021-04-15 15:00:00', 'AppleWatch'),
(5, 'Cycling', 'Cycling545', 6956, 175.51, '07:53:12', '2021-02-04 15:00:00', 'Nike Shoes'),
(5, 'Cycling', 'Cycling546', 7625, 183.55, '08:38:42', '2021-03-09 12:00:00', 'Polar Watch'),
(3, 'Cycling', 'Cycling547', 2082, 70.16, '02:21:40', '2021-04-11 15:00:00', 'Nike Shoes'),
(2, 'Running', 'Running548', 4337, 43.91, '05:54:07', '2021-01-19 10:00:00', 'NULL'),
(13, 'Cycling', 'Cycling549', 1718, 60.56, '01:56:55', '2021-02-01 15:00:00', 'Asics Shoes'),
(15, 'Cycling', 'Cycling550', 3069, 133.09, '03:28:46', '2021-01-05 15:00:00', 'Asics Shoes'),
(6, 'Hiking', 'Hiking551', 7778, 73.84, '17:38:19', '2021-03-23 11:00:00', 'Polar Watch'),
(4, 'Hiking', 'Hiking552', 7327, 51.09, '16:36:55', '2021-02-12 14:00:00', 'Nike Shoes'),
(9, 'Hiking', 'Hiking553', 6650, 55.83, '15:04:52', '2021-04-18 14:00:00', 'Asics Shoes'),
(1, 'Cycling', 'Cycling554', 4549, 107.3, '05:09:30', '2021-05-07 10:00:00', 'Nike Shoes'),
(2, 'Running', 'Running555', 2127, 28.88, '02:53:41', '2021-03-06 11:00:00', 'NULL'),
(10, 'Running', 'Running556', 4332, 41.02, '05:53:38', '2021-01-11 14:00:00', 'AppleWatch'),
(6, 'Cycling', 'Cycling557', 1902, 50.37, '02:09:25', '2021-03-24 15:00:00', 'Asics Shoes'),
(1, 'Cycling', 'Cycling558', 5013, 125.23, '05:41:01', '2021-02-15 12:00:00', 'Nike Shoes'),
(2, 'Running', 'Running559', 529, 8.87, '00:43:11', '2021-01-22 15:00:00', 'AppleWatch'),
(4, 'Running', 'Running560', 2882, 29.51, '03:55:16', '2021-01-26 10:00:00', 'Asics Shoes'),
(7, 'Cycling', 'Cycling561', 9520, 132.63, '10:47:40', '2021-02-25 14:00:00', 'AppleWatch'),
(12, 'Running', 'Running562', 1189, 21.08, '01:37:04', '2021-03-27 15:00:00', 'NULL'),
(3, 'Running', 'Running563', 1309, 23.57, '01:46:54', '2021-04-01 10:00:00', 'Polar Watch'),
(3, 'Running', 'Running564', 1020, 16.19, '01:23:17', '2021-01-27 14:00:00', 'Nike Shoes'),
(15, 'Cycling', 'Cycling565', 6306, 191.69, '07:09:02', '2021-03-03 13:00:00', 'Polar Watch'),
(10, 'Hiking', 'Hiking566', 10416, 99.69, '23:37:16', '2021-04-24 14:00:00', 'AppleWatch'),
(11, 'Cycling', 'Cycling567', 4901, 129.3, '05:33:25', '2021-05-28 14:00:00', 'Asics Shoes'),
(15, 'Cycling', 'Cycling568', 5478, 115.0, '06:12:43', '2021-05-07 13:00:00', 'Nike Shoes'),
(9, 'Running', 'Running569', 1498, 24.45, '02:02:20', '2021-05-23 12:00:00', 'Nike Shoes'),
(9, 'Running', 'Running570', 1142, 9.74, '01:33:18', '2021-04-23 14:00:00', 'NULL'),
(8, 'Cycling', 'Cycling571', 415, 12.04, '00:28:14', '2021-03-24 10:00:00', 'AppleWatch'),
(7, 'Hiking', 'Hiking572', 6437, 67.84, '14:35:53', '2021-02-23 10:00:00', 'AppleWatch'),
(8, 'Cycling', 'Cycling573', 2917, 103.97, '03:18:27', '2021-05-06 12:00:00', 'NULL'),
(12, 'Cycling', 'Cycling574', 795, 24.42, '00:54:08', '2021-01-28 13:00:00', 'Asics Shoes'),
(10, 'Hiking', 'Hiking575', 3920, 33.39, '08:53:27', '2021-01-19 10:00:00', 'Nike Shoes'),
(8, 'Running', 'Running576', 1868, 19.97, '02:32:33', '2021-02-08 12:00:00', 'Polar Watch'),
(15, 'Cycling', 'Cycling577', 2348, 75.06, '02:39:43', '2021-03-25 13:00:00', 'Asics Shoes'),
(12, 'Cycling', 'Cycling578', 5712, 96.57, '06:28:36', '2021-01-28 12:00:00', 'NULL'),
(7, 'Cycling', 'Cycling579', 1588, 23.07, '01:48:01', '2021-01-19 13:00:00', 'Polar Watch'),
(1, 'Running', 'Running580', 3300, 31.05, '04:29:25', '2021-03-04 15:00:00', 'Asics Shoes'),
(10, 'Cycling', 'Cycling581', 1023, 45.03, '01:09:39', '2021-01-06 14:00:00', 'Nike Shoes'),
(5, 'Cycling', 'Cycling582', 6510, 107.43, '07:22:53', '2021-04-06 11:00:00', 'Asics Shoes'),
(9, 'Hiking', 'Hiking583', 3014, 22.25, '06:50:07', '2021-02-22 14:00:00', 'AppleWatch'),
(9, 'Cycling', 'Cycling584', 5300, 110.68, '06:00:36', '2021-02-21 14:00:00', 'Polar Watch'),
(5, 'Running', 'Running585', 1491, 23.81, '02:01:45', '2021-03-17 12:00:00', 'AppleWatch'),
(4, 'Hiking', 'Hiking586', 1937, 17.67, '04:23:36', '2021-02-28 11:00:00', 'Nike Shoes'),
(1, 'Hiking', 'Hiking587', 5835, 64.9, '13:13:58', '2021-03-01 13:00:00', 'Nike Shoes'),
(13, 'Cycling', 'Cycling588', 4811, 150.5, '05:27:18', '2021-01-01 11:00:00', 'AppleWatch'),
(7, 'Hiking', 'Hiking589', 5266, 37.14, '11:56:34', '2021-04-16 15:00:00', 'Asics Shoes'),
(7, 'Hiking', 'Hiking590', 2598, 29.2, '05:53:31', '2021-01-24 12:00:00', 'Nike Shoes'),
(3, 'Cycling', 'Cycling591', 3003, 43.13, '03:24:20', '2021-04-15 11:00:00', 'Asics Shoes'),
(3, 'Hiking', 'Hiking592', 4246, 44.79, '09:37:43', '2021-02-02 15:00:00', 'Nike Shoes'),
(6, 'Running', 'Running593', 249, 3.16, '00:20:22', '2021-02-02 11:00:00', 'Polar Watch'),
(10, 'Cycling', 'Cycling594', 5523, 195.4, '06:15:45', '2021-05-17 15:00:00', 'Polar Watch'),
(6, 'Running', 'Running595', 2584, 47.32, '03:31:00', '2021-02-27 11:00:00', 'Nike Shoes'),
(6, 'Running', 'Running596', 1385, 21.85, '01:53:07', '2021-05-27 15:00:00', 'Polar Watch'),
(2, 'Running', 'Running597', 1979, 21.8, '02:41:36', '2021-04-07 15:00:00', 'Nike Shoes'),
(6, 'Running', 'Running598', 1062, 19.8, '01:26:45', '2021-05-05 13:00:00', 'NULL'),
(2, 'Running', 'Running599', 4803, 46.05, '06:32:08', '2021-03-20 15:00:00', 'Polar Watch'),
(15, 'Hiking', 'Hiking600', 3133, 33.55, '07:06:15', '2021-04-27 13:00:00', 'NULL'),
(10, 'Cycling', 'Cycling601', 532, 11.05, '00:36:11', '2021-04-18 14:00:00', 'AppleWatch'),
(12, 'Running', 'Running602', 2899, 46.46, '03:56:42', '2021-03-26 14:00:00', 'Asics Shoes'),
(11, 'Hiking', 'Hiking603', 1870, 21.07, '04:14:25', '2021-02-26 13:00:00', 'Nike Shoes'),
(5, 'Running', 'Running604', 5714, 49.14, '07:46:31', '2021-01-19 11:00:00', 'Polar Watch'),
(13, 'Running', 'Running605', 1097, 13.67, '01:29:36', '2021-01-21 10:00:00', 'Polar Watch'),
(1, 'Running', 'Running606', 334, 3.76, '00:27:19', '2021-03-07 12:00:00', 'NULL'),
(14, 'Cycling', 'Cycling607', 8319, 196.74, '09:25:56', '2021-04-14 15:00:00', 'Asics Shoes'),
(12, 'Running', 'Running608', 621, 9.14, '00:50:46', '2021-05-03 14:00:00', 'Nike Shoes'),
(9, 'Running', 'Running609', 1110, 19.21, '01:30:41', '2021-02-08 12:00:00', 'Nike Shoes'),
(7, 'Cycling', 'Cycling610', 3055, 129.85, '03:27:51', '2021-03-18 10:00:00', 'Nike Shoes'),
(7, 'Hiking', 'Hiking611', 8781, 76.08, '19:54:45', '2021-05-28 10:00:00', 'Polar Watch'),
(1, 'Hiking', 'Hiking612', 6778, 50.78, '15:22:13', '2021-05-19 12:00:00', 'NULL'),
(14, 'Cycling', 'Cycling613', 2804, 55.1, '03:10:48', '2021-01-06 13:00:00', 'Nike Shoes'),
(7, 'Hiking', 'Hiking614', 478, 3.3, '01:05:02', '2021-04-05 10:00:00', 'Nike Shoes'),
(7, 'Hiking', 'Hiking615', 369, 3.94, '00:50:20', '2021-05-11 14:00:00', 'AppleWatch'),
(13, 'Running', 'Running616', 2160, 39.49, '02:56:22', '2021-04-24 15:00:00', 'Asics Shoes'),
(5, 'Cycling', 'Cycling617', 7008, 131.48, '07:56:44', '2021-04-03 10:00:00', 'AppleWatch'),
(13, 'Cycling', 'Cycling618', 4157, 111.42, '04:42:49', '2021-05-14 15:00:00', 'Nike Shoes'),
(12, 'Running', 'Running619', 1214, 19.53, '01:39:06', '2021-02-26 11:00:00', 'Polar Watch'),
(9, 'Hiking', 'Hiking620', 6017, 49.99, '13:38:39', '2021-01-17 11:00:00', 'AppleWatch'),
(14, 'Running', 'Running621', 1118, 16.83, '01:31:18', '2021-04-06 11:00:00', 'Nike Shoes'),
(12, 'Running', 'Running622', 4598, 50.83, '06:15:24', '2021-03-28 14:00:00', 'AppleWatch'),
(3, 'Running', 'Running623', 720, 8.58, '00:58:48', '2021-03-04 15:00:00', 'Polar Watch'),
(14, 'Cycling', 'Cycling624', 3428, 151.25, '03:53:13', '2021-03-26 10:00:00', 'Nike Shoes'),
(7, 'Running', 'Running625', 2523, 49.34, '03:26:01', '2021-04-06 15:00:00', 'AppleWatch'),
(2, 'Hiking', 'Hiking626', 2370, 19.54, '05:22:29', '2021-01-11 11:00:00', 'AppleWatch'),
(10, 'Running', 'Running627', 2637, 41.42, '03:35:20', '2021-04-04 14:00:00', 'Nike Shoes'),
(13, 'Running', 'Running628', 455, 8.2, '00:37:08', '2021-05-13 12:00:00', 'Asics Shoes'),
(5, 'Cycling', 'Cycling629', 4306, 160.65, '04:52:57', '2021-02-11 10:00:00', 'AppleWatch'),
(15, 'Cycling', 'Cycling630', 2595, 100.19, '02:56:34', '2021-03-06 15:00:00', 'Asics Shoes'),
(5, 'Hiking', 'Hiking631', 8875, 94.25, '20:07:35', '2021-01-14 15:00:00', 'Polar Watch'),
(6, 'Running', 'Running632', 1895, 35.3, '02:34:42', '2021-02-25 10:00:00', 'AppleWatch'),
(3, 'Running', 'Running633', 1378, 27.18, '01:52:32', '2021-05-11 11:00:00', 'AppleWatch'),
(8, 'Cycling', 'Cycling634', 235, 7.8, '00:15:59', '2021-01-18 13:00:00', 'Polar Watch'),
(15, 'Running', 'Running635', 402, 5.42, '00:32:51', '2021-05-23 10:00:00', 'Polar Watch'),
(2, 'Hiking', 'Hiking636', 5142, 51.13, '11:39:37', '2021-01-19 10:00:00', 'Polar Watch'),
(6, 'Cycling', 'Cycling637', 5157, 96.26, '05:50:50', '2021-01-24 15:00:00', 'NULL'),
(10, 'Cycling', 'Cycling638', 10851, 152.1, '12:18:10', '2021-05-04 13:00:00', 'AppleWatch'),
(12, 'Hiking', 'Hiking639', 6877, 60.0, '15:35:44', '2021-04-11 14:00:00', 'AppleWatch'),
(11, 'Cycling', 'Cycling640', 2938, 115.03, '03:19:52', '2021-04-08 12:00:00', 'Nike Shoes'),
(4, 'Running', 'Running641', 3725, 56.23, '05:04:09', '2021-03-01 14:00:00', 'AppleWatch'),
(10, 'Running', 'Running642', 2465, 35.22, '03:21:16', '2021-05-18 15:00:00', 'Polar Watch'),
(14, 'Running', 'Running643', 2444, 39.4, '03:19:32', '2021-01-24 15:00:00', 'Polar Watch'),
(11, 'Running', 'Running644', 2008, 27.28, '02:43:56', '2021-04-10 12:00:00', 'AppleWatch'),
(11, 'Hiking', 'Hiking645', 3250, 29.61, '07:22:15', '2021-04-13 14:00:00', 'Polar Watch'),
(4, 'Cycling', 'Cycling646', 4299, 91.89, '04:52:30', '2021-03-10 12:00:00', 'Nike Shoes'),
(8, 'Hiking', 'Hiking647', 1964, 21.29, '04:27:20', '2021-04-02 13:00:00', 'Polar Watch'),
(6, 'Hiking', 'Hiking648', 8315, 88.52, '18:51:20', '2021-04-24 10:00:00', 'AppleWatch'),
(6, 'Hiking', 'Hiking649', 595, 5.58, '01:21:05', '2021-04-09 14:00:00', 'Nike Shoes'),
(9, 'Running', 'Running650', 4064, 57.92, '05:31:49', '2021-05-20 10:00:00', 'Nike Shoes'),
(9, 'Cycling', 'Cycling651', 1764, 37.27, '02:00:02', '2021-01-16 10:00:00', 'Asics Shoes'),
(14, 'Running', 'Running652', 481, 7.37, '00:39:19', '2021-03-06 11:00:00', 'Nike Shoes'),
(10, 'Hiking', 'Hiking653', 292, 2.79, '00:39:48', '2021-04-16 11:00:00', 'AppleWatch'),
(1, 'Running', 'Running654', 2054, 29.23, '02:47:40', '2021-05-26 14:00:00', 'Nike Shoes'),
(11, 'Cycling', 'Cycling655', 4870, 149.67, '05:31:21', '2021-04-16 12:00:00', 'Asics Shoes'),
(1, 'Running', 'Running656', 5700, 50.5, '07:45:18', '2021-02-16 14:00:00', 'AppleWatch'),
(11, 'Hiking', 'Hiking657', 9175, 90.89, '20:48:25', '2021-05-06 10:00:00', 'Nike Shoes'),
(13, 'Cycling', 'Cycling658', 11984, 170.65, '13:35:15', '2021-02-08 15:00:00', 'Nike Shoes'),
(3, 'Running', 'Running659', 592, 11.31, '00:48:20', '2021-02-12 11:00:00', 'NULL'),
(7, 'Cycling', 'Cycling660', 1177, 26.62, '01:20:06', '2021-04-05 15:00:00', 'AppleWatch'),
(15, 'Cycling', 'Cycling661', 7879, 151.57, '08:56:00', '2021-02-25 15:00:00', 'NULL'),
(13, 'Cycling', 'Cycling662', 4269, 141.16, '04:50:27', '2021-05-19 12:00:00', 'Polar Watch'),
(11, 'Running', 'Running663', 748, 15.2, '01:01:05', '2021-03-17 15:00:00', 'NULL'),
(3, 'Running', 'Running664', 2862, 54.91, '03:53:42', '2021-03-11 12:00:00', 'Polar Watch'),
(4, 'Hiking', 'Hiking665', 10255, 102.31, '23:15:20', '2021-02-08 11:00:00', 'AppleWatch'),
(14, 'Cycling', 'Cycling666', 1258, 37.52, '01:25:34', '2021-05-12 13:00:00', 'AppleWatch'),
(11, 'Hiking', 'Hiking667', 5304, 51.77, '12:01:40', '2021-01-06 14:00:00', 'Nike Shoes'),
(14, 'Running', 'Running668', 2889, 31.24, '03:55:51', '2021-01-25 14:00:00', 'Nike Shoes'),
(11, 'Running', 'Running669', 5028, 41.45, '06:50:30', '2021-05-18 14:00:00', 'Nike Shoes'),
(3, 'Running', 'Running670', 3848, 51.5, '05:14:11', '2021-01-11 12:00:00', 'Polar Watch'),
(11, 'Hiking', 'Hiking671', 9915, 69.57, '22:29:03', '2021-05-08 11:00:00', 'AppleWatch'),
(15, 'Hiking', 'Hiking672', 10312, 77.61, '23:23:05', '2021-02-06 14:00:00', 'NULL'),
(6, 'Hiking', 'Hiking673', 9106, 65.15, '20:39:01', '2021-02-03 12:00:00', 'Nike Shoes'),
(5, 'Cycling', 'Cycling674', 8101, 131.74, '09:11:07', '2021-02-17 14:00:00', 'Polar Watch'),
(6, 'Hiking', 'Hiking675', 2755, 30.36, '06:14:55', '2021-05-10 12:00:00', 'Nike Shoes'),
(13, 'Running', 'Running676', 1647, 30.96, '02:14:27', '2021-01-06 14:00:00', 'NULL'),
(14, 'Running', 'Running677', 2949, 56.87, '04:00:44', '2021-05-27 12:00:00', 'Nike Shoes'),
(8, 'Cycling', 'Cycling678', 4131, 95.16, '04:41:02', '2021-01-01 14:00:00', 'Polar Watch'),
(7, 'Hiking', 'Hiking679', 8340, 89.21, '18:54:45', '2021-03-05 14:00:00', 'NULL'),
(12, 'Running', 'Running680', 5731, 49.07, '07:47:53', '2021-01-27 13:00:00', 'Nike Shoes'),
(12, 'Cycling', 'Cycling681', 4945, 156.04, '05:36:26', '2021-04-26 13:00:00', 'Polar Watch'),
(1, 'Cycling', 'Cycling682', 3658, 148.03, '04:08:53', '2021-03-17 12:00:00', 'Polar Watch'),
(4, 'Cycling', 'Cycling683', 4323, 77.15, '04:54:05', '2021-05-25 14:00:00', 'AppleWatch'),
(13, 'Running', 'Running684', 2945, 38.27, '04:00:28', '2021-05-10 10:00:00', 'AppleWatch'),
(5, 'Running', 'Running685', 3390, 34.35, '04:36:44', '2021-05-26 15:00:00', 'AppleWatch'),
(11, 'Running', 'Running686', 2767, 56.08, '03:45:57', '2021-01-02 12:00:00', 'NULL'),
(11, 'Cycling', 'Cycling687', 2219, 100.09, '02:30:59', '2021-01-28 12:00:00', 'AppleWatch'),
(9, 'Running', 'Running688', 1208, 23.99, '01:38:39', '2021-02-03 15:00:00', 'NULL'),
(6, 'Cycling', 'Cycling689', 1789, 38.09, '02:01:42', '2021-02-02 12:00:00', 'NULL'),
(4, 'Cycling', 'Cycling690', 666, 26.9, '00:45:18', '2021-04-07 12:00:00', 'AppleWatch'),
(15, 'Cycling', 'Cycling691', 7038, 190.4, '07:58:49', '2021-01-18 11:00:00', 'Polar Watch'),
(15, 'Cycling', 'Cycling692', 3690, 161.18, '04:11:01', '2021-01-22 10:00:00', 'Nike Shoes'),
(11, 'Hiking', 'Hiking693', 1157, 12.37, '02:37:26', '2021-02-01 12:00:00', 'Asics Shoes'),
(14, 'Cycling', 'Cycling694', 8654, 179.93, '09:48:46', '2021-01-10 10:00:00', 'Nike Shoes'),
(3, 'Hiking', 'Hiking695', 1605, 13.13, '03:38:26', '2021-01-03 13:00:00', 'Asics Shoes'),
(10, 'Hiking', 'Hiking696', 3644, 28.17, '08:15:51', '2021-04-13 12:00:00', 'Asics Shoes'),
(11, 'Running', 'Running697', 4140, 44.94, '05:37:57', '2021-01-18 14:00:00', 'Asics Shoes'),
(8, 'Cycling', 'Cycling698', 5695, 144.64, '06:27:27', '2021-01-13 12:00:00', 'Asics Shoes'),
(7, 'Hiking', 'Hiking699', 7272, 63.93, '16:29:28', '2021-05-05 10:00:00', 'Polar Watch'),
(15, 'Running', 'Running700', 578, 9.9, '00:47:13', '2021-01-21 15:00:00', 'Asics Shoes'),
(1, 'Hiking', 'Hiking701', 2186, 20.24, '04:57:26', '2021-05-20 15:00:00', 'AppleWatch'),
(9, 'Hiking', 'Hiking702', 9183, 76.65, '20:49:27', '2021-02-17 13:00:00', 'NULL'),
(10, 'Running', 'Running703', 5689, 52.94, '07:44:26', '2021-04-20 11:00:00', 'AppleWatch'),
(2, 'Cycling', 'Cycling704', 1635, 69.58, '01:51:14', '2021-01-21 12:00:00', 'Nike Shoes'),
(9, 'Running', 'Running705', 439, 7.09, '00:35:53', '2021-05-22 14:00:00', 'Asics Shoes'),
(8, 'Cycling', 'Cycling706', 4266, 142.76, '04:50:13', '2021-04-19 14:00:00', 'AppleWatch'),
(11, 'Cycling', 'Cycling707', 1751, 46.18, '01:59:10', '2021-02-26 13:00:00', 'AppleWatch'),
(4, 'Hiking', 'Hiking708', 3135, 32.27, '07:06:35', '2021-05-28 10:00:00', 'AppleWatch'),
(9, 'Hiking', 'Hiking709', 8765, 75.74, '19:52:35', '2021-04-02 10:00:00', 'AppleWatch'),
(10, 'Cycling', 'Cycling710', 1293, 48.82, '01:28:01', '2021-05-10 10:00:00', 'NULL'),
(4, 'Cycling', 'Cycling711', 6152, 199.7, '06:58:32', '2021-04-17 15:00:00', 'Asics Shoes'),
(6, 'Running', 'Running712', 2741, 41.99, '03:43:48', '2021-03-05 13:00:00', 'Nike Shoes'),
(11, 'Hiking', 'Hiking713', 8516, 68.66, '19:18:44', '2021-03-08 10:00:00', 'Polar Watch'),
(4, 'Running', 'Running714', 3390, 34.19, '04:36:45', '2021-03-11 15:00:00', 'Polar Watch'),
(11, 'Cycling', 'Cycling715', 1491, 65.34, '01:41:28', '2021-05-05 13:00:00', 'AppleWatch'),
(3, 'Running', 'Running716', 2296, 40.83, '03:07:28', '2021-03-24 15:00:00', 'AppleWatch'),
(5, 'Running', 'Running717', 502, 6.85, '00:41:03', '2021-03-22 10:00:00', 'Polar Watch'),
(13, 'Cycling', 'Cycling718', 1584, 36.07, '01:47:48', '2021-01-18 10:00:00', 'Nike Shoes'),
(3, 'Cycling', 'Cycling719', 1637, 64.16, '01:51:21', '2021-05-23 14:00:00', 'AppleWatch'),
(13, 'Cycling', 'Cycling720', 5562, 122.95, '06:18:25', '2021-03-26 15:00:00', 'Asics Shoes'),
(14, 'Running', 'Running721', 161, 1.77, '00:13:10', '2021-03-08 13:00:00', 'Asics Shoes'),
(12, 'Cycling', 'Cycling722', 2947, 133.5, '03:20:31', '2021-05-26 14:00:00', 'AppleWatch'),
(14, 'Running', 'Running723', 520, 9.73, '00:42:27', '2021-04-17 15:00:00', 'Asics Shoes'),
(11, 'Running', 'Running724', 2999, 44.93, '04:04:51', '2021-01-07 13:00:00', 'Polar Watch'),
(12, 'Cycling', 'Cycling725', 3677, 142.32, '04:10:10', '2021-04-02 15:00:00', 'NULL'),
(9, 'Hiking', 'Hiking726', 478, 3.31, '01:05:07', '2021-05-14 11:00:00', 'Asics Shoes'),
(7, 'Cycling', 'Cycling727', 4750, 136.47, '05:23:09', '2021-01-14 14:00:00', 'Nike Shoes'),
(10, 'Running', 'Running728', 2589, 29.93, '03:31:24', '2021-03-17 15:00:00', 'Asics Shoes'),
(7, 'Hiking', 'Hiking729', 10422, 117.91, '23:38:05', '2021-02-02 14:00:00', 'Polar Watch'),
(8, 'Running', 'Running730', 2630, 27.83, '03:34:45', '2021-03-21 11:00:00', 'AppleWatch'),
(2, 'Cycling', 'Cycling731', 1283, 57.12, '01:27:19', '2021-01-28 10:00:00', 'AppleWatch'),
